property,label,description
http://purl.obolibrary.org/obo/RO_0019001,positively regulates characteristic,A relationship that holds between a process and a characteristic in which process (P) positively regulates characteristic (C) iff: P results in an increase in the intensity or magnitude of C.
http://purl.obolibrary.org/obo/RO_0019002,negatively regulates characteristic,A relationship that holds between a process and a characteristic in which process (P) negatively regulates characteristic (C) iff: P results in a decrease in the intensity or magnitude of C.
http://purl.obolibrary.org/obo/RO_0019501,confers susceptibility to condition,"Relates a gene to condition, such that a variation in this gene predisposes to the development of a condition."
http://purl.obolibrary.org/obo/RO_0020101,vessel supplies blood to,x vessel supplies blood to y if and only if x is a vessel that supplies blood directly or indirectly to an anatomical structure y.
http://purl.obolibrary.org/obo/RO_0020102,vessel drains blood from,x vessel drains blood from y if and only if x is a vessel that drains blood directly or indirectly from an anatomical structure y.
http://purl.obolibrary.org/obo/RO_0020103,directly supplies and drains,"x directly supplies and drains y if and only if x is a capillary, y is an anatomical entity, and x directly supplies and drains y."
http://purl.obolibrary.org/obo/RO_0020202,has numerator,A relationship between a ratio or proportion and its dividend.
http://purl.obolibrary.org/obo/RO_0020203,has denominator,A relationship between a ratio or proportion and its divisor.
http://purl.obolibrary.org/obo/RO_0040035,disease relationship,This relation groups  relations between diseases and any other kind of entity.
http://purl.obolibrary.org/obo/RO_0040036,results in changes to anatomical or cellular structure,"p has anatomical participant c iff p has participant c, and c is an anatomical entity"
http://purl.obolibrary.org/obo/RO_HOM0000000,in similarity relationship with,Relation between biological objects that resemble or are related to each other sufficiently to warrant a comparison.
http://purl.obolibrary.org/obo/RO_HOM0000001,in homology relationship with,Similarity that results from common evolutionary origin.
http://purl.obolibrary.org/obo/RO_HOM0000002,in homoplasy relationship with,Similarity that results from independent evolution.
http://purl.obolibrary.org/obo/RO_HOM0000003,in homocracy relationship with,Similarity that is characterized by the organization of anatomical structures through the expression of homologous or identical patterning genes.
http://purl.obolibrary.org/obo/RO_HOM0000004,in convergence relationship with,Homoplasy that involves different underlying mechanisms or structures.
http://purl.obolibrary.org/obo/RO_HOM0000005,in parallelism relationship with,Homoplasy that involves homologous underlying mechanisms or structures.
http://purl.obolibrary.org/obo/RO_HOM0000006,in structural homology relationship with,Homology that is defined by similarity with regard to selected structural parameters.
http://purl.obolibrary.org/obo/RO_HOM0000007,in historical homology relationship with,Homology that is defined by common descent.
http://purl.obolibrary.org/obo/RO_HOM0000008,in biological homology relationship with,"Homology that is defined by sharing of a set of developmental constraints, caused by locally acting self-regulatory mechanisms of differentiation, between individualized parts of the phenotype."
http://purl.obolibrary.org/obo/RO_HOM0000009,in reversal relationship with,Homoplasy that involves phenotypes similar to those seen in ancestors within the lineage.
http://purl.obolibrary.org/obo/RO_HOM0000010,in syntenic homology relationship with,Structural homology that is detected by similarity in content and organization between chromosomes.
http://purl.obolibrary.org/obo/RO_HOM0000011,in paralogy relationship with,Historical homology that involves genes that diverged after a duplication event.
http://purl.obolibrary.org/obo/RO_HOM0000012,in syntenic paralogy relationship with,Paralogy that involves sets of syntenic blocks.
http://purl.obolibrary.org/obo/RO_HOM0000013,in syntenic orthology relationship with,Syntenic homology that involves chromosomes of different species.
http://purl.obolibrary.org/obo/RO_HOM0000014,in partial homology relationship with,Structural homology that involves complex structures from which only a fraction of the elements that can be isolated are separately homologous.
http://purl.obolibrary.org/obo/RO_HOM0000015,in protein structural homology relationship with,"Structural homology that is detected at the level of the 3D protein structure, but maybe not at the level of the amino acid sequence."
http://purl.obolibrary.org/obo/RO_HOM0000016,in non functional homology relationship with,Structural homology that involves a pseudogenic feature and its functional ancestor.
http://purl.obolibrary.org/obo/RO_HOM0000017,in orthology relationship with,Historical homology that involves genes that diverged after a speciation event.
http://purl.obolibrary.org/obo/RO_HOM0000018,in xenology relationship with,Historical homology that is characterized by an interspecies (horizontal) transfer since the common ancestor.
http://purl.obolibrary.org/obo/RO_HOM0000019,in 1 to 1 homology relationship with,Historical homology that involves two members sharing no other homologs in the lineages considered.
http://purl.obolibrary.org/obo/RO_HOM0000020,in 1 to 1 orthology relationship with,Orthology that involves two genes that did not experience any duplication after the speciation event that created them.
http://purl.obolibrary.org/obo/RO_HOM0000022,in ohnology relationship with,Paralogy that results from a whole genome duplication event.
http://purl.obolibrary.org/obo/RO_HOM0000023,in in-paralogy relationship with,Paralogy that results from a lineage-specific duplication subsequent to a given speciation event.
http://purl.obolibrary.org/obo/RO_HOM0000024,in out-paralogy relationship with,Paralogy that results from a duplication preceding a given speciation event.
http://purl.obolibrary.org/obo/RO_HOM0000025,in pro-orthology relationship with,"1:many orthology that involves a gene in species A and one of its ortholog in species B, when duplications more recent than the species split have occurred in species B but not in species A."
http://purl.obolibrary.org/obo/RO_HOM0000026,in semi-orthology relationship with,"1:many orthology that involves a gene in species A and its ortholog in species B, when duplications more recent than the species split have occurred in species A but not in species B."
http://purl.obolibrary.org/obo/RO_HOM0000027,in serial homology relationship with,Iterative homology that involves structures arranged along the main body axis.
http://purl.obolibrary.org/obo/RO_HOM0000028,in heterochronous homology relationship with,"Biological homology that is characterized by changes, over evolutionary time, in the rate or timing of developmental events of homologous structures."
http://purl.obolibrary.org/obo/RO_HOM0000029,in paedomorphorsis relationship with,Heterochronous homology that is produced by a retention in adults of a species of traits previously seen only in juveniles.
http://purl.obolibrary.org/obo/RO_HOM0000030,in peramorphosis relationship with,"Heterochronous homology that is produced by a maturation of individuals of a species past adulthood, which take on hitherto unseen traits."
http://purl.obolibrary.org/obo/RO_HOM0000031,in progenesis relationship with,Paedomorphosis that is produced by precocious sexual maturation of an organism still in a morphologically juvenile stage.
http://purl.obolibrary.org/obo/RO_HOM0000032,in neoteny relationship with,Paedomorphosis that is produced by a retardation of somatic development.
http://purl.obolibrary.org/obo/RO_HOM0000033,in mimicry relationship with,Convergence that results from co-evolution usually involving an evolutionary arms race.
http://purl.obolibrary.org/obo/RO_HOM0000034,in 1 to many orthology relationship with,Orthology that involves two genes when duplications more recent than the species split have occurred in one species but not the other.
http://purl.obolibrary.org/obo/RO_HOM0000036,in many to many homology relationship with,Historical homology that involves two members of a larger set of homologs.
http://purl.obolibrary.org/obo/RO_HOM0000037,in 1 to many homology relationship with,"Historical homology that involves a structure that has no other homologs in the species in which it is defined, and several homologous structures in another species."
http://purl.obolibrary.org/obo/RO_HOM0000042,in apomorphy relationship with,"Historical homology that is based on recent shared ancestry, characterizing a monophyletic group."
http://purl.obolibrary.org/obo/RO_HOM0000043,in plesiomorphy relationship with,Historical homology that is based on distant shared ancestry.
http://purl.obolibrary.org/obo/RO_HOM0000044,in deep homology relationship with,Homocracy that involves morphologically and phylogenetically disparate structures that are the result of parallel evolution.
http://purl.obolibrary.org/obo/RO_HOM0000045,in hemiplasy relationship with,Historical homology that is characterized by topological discordance between a gene tree and a species tree attributable to the phylogenetic sorting of genetic polymorphisms across successive nodes in a species tree.
http://purl.obolibrary.org/obo/RO_HOM0000046,in gametology relationship with,Historical homology that involves not recombining and subsequently differentiated sex chromosomes.
http://purl.obolibrary.org/obo/RO_HOM0000047,in chromosomal homology relationship with,Historical homology that involves the chromosomes able to pair (synapse) during meiosis.
http://purl.obolibrary.org/obo/RO_HOM0000048,in many to many orthology relationship with,Orthology that involves two genes that experienced duplications more recent than the species split that created them.
http://purl.obolibrary.org/obo/RO_HOM0000049,in within-species paralogy relationship with,Paralogy that involves genes from the same species.
http://purl.obolibrary.org/obo/RO_HOM0000050,in between-species paralogy relationship with,Paralogy that involves genes from different species.
http://purl.obolibrary.org/obo/RO_HOM0000051,in postdisplacement relationship with,Paedomorphosis that is produced by delayed growth of immature structures into the adult form.
http://purl.obolibrary.org/obo/RO_HOM0000052,in hypermorphosis relationship with,Peramorphosis that is produced by a delay in the offset of development.
http://purl.obolibrary.org/obo/RO_HOM0000053,in synology relationship with,"Xenology that results, not from the transfer of a gene between two species, but from a hybridization of two species."
http://purl.obolibrary.org/obo/RO_HOM0000054,in isoorthology relationship with,Orthology that involves functional equivalent genes with retention of the ancestral function.
http://purl.obolibrary.org/obo/RO_HOM0000055,in tandem paralogy relationship with,Paralogy that is characterized by duplication of adjacent sequences on a chromosome segment.
http://purl.obolibrary.org/obo/RO_HOM0000057,in latent homology relationship with,"Parallelism that involves morphologically very similar structures, occurring only within some members of a taxon and absent in the common ancestor (which possessed the developmental basis to develop this character)."
http://purl.obolibrary.org/obo/RO_HOM0000058,in syngeny relationship with,"Homocracy that involves recognizably corresponding characters that occurs in two or more taxa, or as a repeated unit within an individual."
http://purl.obolibrary.org/obo/RO_HOM0000060,in apparent orthology relationship with,Between-species paralogy that involves single copy paralogs resulting from reciprocal gene loss.
http://purl.obolibrary.org/obo/RO_HOM0000061,in pseudoparalogy relationship with,Xenology that involves genes that ended up in a given genome as a result of a combination of vertical inheritance and horizontal gene transfer.
http://purl.obolibrary.org/obo/RO_HOM0000062,in equivalogy relationship with,Historical homology that involves functional equivalent genes with retention of the ancestral function.
http://purl.obolibrary.org/obo/RO_HOM0000063,in interology relationship with,Historical homology that involves orthologous pairs of interacting molecules in different organisms.
http://purl.obolibrary.org/obo/RO_HOM0000065,in functional equivalence relationship with,Similarity that is characterized by interchangeability in function.
http://purl.obolibrary.org/obo/RO_HOM0000066,in iterative homology relationship with,Biological homology that involves parts of the same organism.
http://purl.obolibrary.org/obo/RO_HOM0000068,in paraxenology relationship with,"Xenology that is characterized by multiple horizontal transfer events, resulting in the presence of two or more copies of the foreign gene in the host genome."
http://purl.obolibrary.org/obo/RO_HOM0000069,in plerology relationship with,Paralogy that is characterized by extra similarity between paralogous sequences resulting from concerted evolution.
http://purl.obolibrary.org/obo/RO_HOM0000071,in homotopy relationship with,Structural homology that involves structures with the same or similar relative positions.
http://purl.obolibrary.org/obo/RO_HOM0000072,in homeosis relationship with,Biological homology that involves an ectopic structure and the normally positioned structure.
http://purl.obolibrary.org/obo/RO_HOM0000073,in homoeology relationship with,Synology that results from allopolyploidy.
http://purl.obolibrary.org/obo/RO_HOM0000074,in paramorphism relationship with,"Iterative homology that involves two structures, one of which originated as a duplicate of the other and co-opted the expression of patterning genes of the ancestral structure."
http://purl.obolibrary.org/obo/RO_HOM0000075,in regulogy relationship with,Historical homology that involves orthologous pairs of transcription factors and downstream regulated genes in different organisms.
http://purl.obolibrary.org/obo/envo#has_increased_levels_of,,
